,name,city,address,postcode,lat,lng,bubble_rating,star_rating,review_count,air_conditioning,free_internet,free_high_speed_internet_(_wifi_),public_wifi,wheelchair_access,restaurant,family_rooms,accessible_rooms,pets_allowed_(_dog_/_pet_friendly_),paid_wifi,refrigerator_in_room,kitchenette,microwave,paid_internet,chaine,rating_std
1369,parc buttes chaumont hotel,Paris,1 Place Armand Carrel,75019,,,5.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012182725434241346
1370,hotel solferino,Paris,91 rue Lille,,,,4.5,0,4.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.04385781156326885
1371,saint jean,Paris,5 rue Saint Jean,75017,,,4.5,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021928905781634426
1374,amhotel italie,Paris,96 avenue de Choisy,75013,48.82502,2.36101,3.5,2,42.0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0.3581721277666956
1375,hotel windsor home,Paris,3 rue Vital,75116,48.86047,2.280103,3.5,3,30.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.2558372341190683
1376,hotel de vienne,Paris,43 rue de Malte,75011,,,4.5,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04385781156326885
1377,hotel du printemps,Paris,1 rue de l Isly,75008,,,4.0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19492360694786154
1378,karraz hotel,Paris,12 rue Mondetour,75001,48.86268,2.34789,4.0,3,28.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.2728930497270062
1380,hotel du mont dore,Paris,19 rue du Mont Dore,75017,48.883736,2.322724,3.0,3,109.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.796750243399384
1382,le clos d'alesia,Paris,8 rue Friant,75014,48.82613,2.324426,3.0,3,57.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.4166492098510541
1383,best western hotel le montmartre saint pierre,Paris,10 rue de Clignancourt,75018,48.88443400000001,2.3474060000000003,4.0,3,7.0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0.06822326243175154
1385,hotel du midi gare de lyon,Paris,33 rue Traversiere,75012,48.847385,2.372455,3.0,2,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5189841034986814
1386,hotel acacia,Paris,30 B avenue Parmentier,75011,48.86086,2.37832,4.0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23390832833743386
1387,des deux acacias,Paris,28 rue de l Arc de Triomphe,75017,,,2.5,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048730901736965385
1388,albert premier,Paris,"4, Avenue Phoceens, 06000 Nice",6300,48.879494,2.357812,3.5,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12791861705953414
1389,hotel oasis montparnasse,Paris,81 rue Raymond Losserand,75014,48.8337,2.317864,4.0,2,24.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.23390832833743386
1391,jeff hotel- paris,Paris,53 rue Richer,75009,48.874,2.342733,3.5,2,117.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9977652130643663
1397,hotel petit palace,Paris,131 avenue du Maine,75014,48.834866,2.324292,3.5,0,40.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3411163121587577
1398,hotel avenir jonquiere,Paris,23 rue de la Jonquiere,75017,48.89342,2.3250490000000004,3.5,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2387814185111304
1400,b&b courteline,Paris,Avenue Courteline,75012,,,4.5,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04385781156326885
1402,neptune italie,Paris,15 rue Godefroy,75013,48.831814,2.3574,3.5,2,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5884256384738571
1404,hotel du centre,Paris,112 rue de Charenton,75012,,,3.5,0,3.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.025583723411906827
1406,grand hotel republique,Paris,62 rue Oberkampf,75011,48.864777,2.374219,2.5,0,7.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.04263953901984471
1407,paris b&b no.2,Paris,rue de la Pompe Station,,,,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.014619270521089616
1408,121 hotel paris,Paris,121 avenue de Clichy,75017,48.88996,2.321078,3.0,3,110.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8040598786599289
1409,appart valley les jardins du roy,Paris,5 rue Buffon,75005,48.843033,2.363328,4.0,3,69.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6724864439701224
1410,hotel des sans culottes,Paris,27 rue de Lappe,75011,48.853653,2.373025,3.5,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10233489364762731
1411,hotel denfert montparnasse,Paris,70 rue Daguerre,75014,48.83538400000001,2.326026,3.0,3,97.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7090346202728464
1413,l'hotel du nord,Paris,102 quai de Jemmapes,75010,48.87356,2.36406,4.0,0,16.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.15593888555828925
1415,ile de france opera hotel,Paris,26 rue Saint Augustin,75002,48.86892,2.334668,3.0,3,106.0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.7748213376177496
1416,le havane,Paris,44 rue de Trevise,75009,48.87579,2.345702,3.5,3,59.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.5031465604341676
1417,hotel baudin,Paris,113 avenue Ledru Rollin,75011,48.853077,2.37701,3.5,2,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1512675535358072
1419,hotel monnier,Paris,14 rue Henry Monnier,75009,48.87979,2.337391,4.0,0,51.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.4970551977170469
1420,hotel bellan,Paris,20 rue Leopold Bellan,75002,48.86663400000001,2.34572,3.5,2,102.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8698465960048322
1421,hotel beaunier,Paris,31 rue Beaunier,75014,48.824245,2.328888,3.5,2,80.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6822326243175154
1423,splendid hotel,Paris,54 rue Fondary,75015,48.8468,2.296263,3.5,0,52.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.44345120580638503
1424,queen elizabeth hotel,Paris,41 avenue Pierre Loti,75007,,,4.5,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032893358672451634
1425,hotel charing cross,Paris,39 rue Pasquier,75008,48.8748,2.323645,3.0,3,121.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0.8844658665259217
1428,de la loire,Paris,39 B rue du Moulin Vert,75014,48.830093,2.322022,3.5,2,24.0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.20466978729525462
1429,hotel d'angleterre etoile,Paris,21 rue Copernic,75116,48.86912,2.289109,3.5,2,72.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.6140093618857639
1430,nouvel hotel du theatre,Paris,16 rue Vandamme,75014,48.839558,2.322514,3.5,3,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15350234047144098
1431,hotel basfroi,Paris,62 rue Oberkampf,75011,,,3.5,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10233489364762731
1433,hotel paris gambetta,Paris,12 avenue du Pere Lachaise,75020,48.86413,2.397948,3.5,3,45.0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0.38375585117860245
1435,grand hotel du bel air,Paris,102 boulevard de Picpus,75012,48.847332,2.399311,3.5,2,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2728930497270062
1438,hotel ermitage,Paris,42 B rue de l Ermitage,75020,48.871834,2.392657,3.0,0,139.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0160393012157283
1439,hotel bersoly's saint germain,Paris,28 rue de Lille,75007,48.858223,2.3308470000000003,3.5,3,138.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1.1768512769477142
1440,hotel chabrol opera,Paris,46 rue de Chabrol,75010,48.87712,2.35108,3.5,3,120.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1.0233489364762731
1441,tamaris hotel,Paris,14 rue des Maraichers,75020,48.848587,2.407896,3.0,3,46.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3362432219850612
1442,hotel de paris,Paris,51 avenue du Maine,75014,48.840195,2.32207,3.5,0,18.0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.15350234047144098
1443,phenix hotel,Paris,5 rue du General Lanrezac,75017,48.87616,2.29382,3.5,2,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4860907448262297
1446,hotel floridor etoile,Paris,35 avenue des Ternes,75017,48.8785,2.294032,3.5,2,70.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.596953546277826
1447,hotel paris opera,Paris,76 rue de Provence,75009,48.874344,2.331772,4.0,0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.03898472138957231
1449,hotel pax,Paris,5 rue des Poissonniers,75018,48.88609,2.349999,3.5,2,31.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.26436514192303723
1450,hotel brescia opera,Paris,16 rue d Edimbourg,75008,48.879467,2.3203240000000003,3.5,0,126.0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1.0745163833000868
1451,hotel le lionceau,Paris,22 rue Daguerre,75014,48.83414000000001,2.329446,3.0,0,11.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08040598786599289
1455,hotel de l'avenir,Paris,65 rue Madame,75006,48.84695,2.331635,3.0,3,99.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.723653890793936
1459,hotel le brun,Paris,33 rue le Brun,75013,,,4.0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058477082084358464
1460,hotel kuntz,Paris,2 rue des 2 Gares,75010,48.878464,2.358298,3.0,2,148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0818260185606317
1461,modern' est,Paris,91 boulevard de Strasbourg,75010,48.87597,2.35775,3.0,2,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6871057144912119
1463,media,Paris,22 rue de la Reine Blanche,75013,48.83654,2.3537,3.0,3,133.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9721814896524594
1464,sibour hotel,Paris,4 Rue Sibour,75010,48.87513,2.358393,3.5,2,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5457860994540124
1465,saint georges,Paris,7501 avenue Simon Bolivar,75019,,,4.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03898472138957231
1466,villa romantic,Paris,35 rue du Banquier,75013,48.834576,2.354321,3.0,0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40202993932996445
1467,abotel crown elysees hotel,Paris,30 Rue de l'Arc de Triomphe - 75017,,48.877598,2.293378,4.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009746180347393078
1468,all suite eiffel tower flatotel,Paris,14 rue du Theatre,75015,48.84979000000001,2.285288,4.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019492360694786156
1469,apt dragon st germain des pres,Paris,rue du Dragon,75013,,,4.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009746180347393078
1470,grand hotel de chaligny,Paris,5 rue Chaligny,75012,,,4.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009746180347393078
1471,hotel sansonnet,Paris,48 rue de la Verrerie,75004,,,4.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019492360694786156
1472,nice hotel,Paris,90 rue Truffaut,75017,,,4.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009746180347393078
1473,opera liege strasbourg,Paris,57 boulevard de Strasbourg,75010,48.87301,2.3561,4.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019492360694786156
1474,relais de paris republique,Paris,38 boulevard de Magenta,75010,,,4.0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009746180347393078
1475,residence victor hugo,Paris,125 avenue Victor Hugo,75116,,,4.0,0,1.0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.009746180347393078
1476,villa saint louis,Paris,5 impasse Chausson,75010,,,4.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009746180347393078
1477,libertel paris la defense,Paris,"35, cours Michlet Paris La Defense",92060,,,3.5,0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.025583723411906827
1478,campanile,Paris,232 rue du Faubourg Saint Martin,75010,48.88116,2.36542,3.5,0,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5202023760421055
1479,hotel montebello,Paris,18 rue Pierre Leroux,75007,48.84916,2.31909,3.5,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09380698584365837
1480,ibis styles paris crimee la villette,Paris,219 rue de Crimee,75019,48.89248,2.374563,3.0,3,95.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.6944153497517568
1481,hotel bed and breakfast saussier leroy,Paris,14 rue Saussier Leroy,75017,48.879707,2.296339,2.5,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012182725434241346
1483,pv city aparthotel tour eiffel,Paris,14 Tour Eiffel,75007,48.84995,2.285328,3.5,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07675117023572049
1484,hotel delarc,Paris,7 rue du Colisee,75008,48.870506,2.307544,3.0,2,80.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.5847708208435847
1485,hotel de chevreuse,Paris,3 rue de Chevreuse,75006,,,3.5,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025583723411906827
1486,home plaza st. antoine,Paris,289 B rue du Faubourg Saint Antoine,75011,,,2.5,0,2.0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0.012182725434241346
1487,hotel de prony,Paris,103 B avenue de Villiers,75017,48.884666,2.298371,3.0,3,81.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5920804561041294
1489,hotel la maison blanche,Paris,107 B Avenue d Italie,75013,48.822556,2.3585580000000004,3.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029238541042179232
1490,hotel europe,Paris,67 rue des Moines,75017,48.89104,2.321297,3.0,1,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0964452890817211
1491,hotel modern,Paris,121 rue du chemin Vert,75011,48.86187,2.383238,3.0,2,134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9794911249130043
1493,prince albert lyon bercy,Paris,108 rue de Charenton,75012,48.847218,2.377749,3.0,3,145.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0598971127789971
1496,hotel de la felicite,Paris,43 rue de la Felicite,75017,48.887623,2.311126,3.0,3,145.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1.0598971127789971
1497,hotel flora,Paris,angle blvd. Magenta,75010,48.876106,2.355741,3.5,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15350234047144098
1498,hotel residence la concorde,Paris,5 rue Cambon,75001,48.86651,2.325356,3.0,3,136.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9941103954340939
1499,hotel du marche saint martin,Paris,6 Passage du Marche,75010,48.87104,2.3573880000000003,3.5,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04263953901984471
1502,hotel des beaux arts,Paris,2 rue Toussaint Feron,75013,48.827133,2.359008,3.0,0,33.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0.24121796359797867
1505,3 crowns etoile hotel,Paris,30 rue de l Arc de Triomphe,75017,,,3.0,3,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04385781156326885
1508,goldhotel,Paris,67 boulevard de Clichy,75009,48.88384,2.331614,3.0,3,124.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9063947723075562
1509,hotel du cantal,Paris,7 rue des Vertus,75003,48.86413,2.35773,3.5,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06822326243175154
1510,hotel residence villiers,Paris,68 avenue de Villiers,75017,48.88381,2.305457,3.0,2,57.0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0.4166492098510541
1511,hotel camelia,Paris,24 boulevard Pasteur,75015,48.842518,2.31253,3.5,2,58.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.49461865263019866
1512,residence orion paris haussmann,Paris,2 rue des Mathurins,75009,48.872913,2.3305740000000004,3.5,2,75.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.6395930852976707
1515,hotel de la gaite,Paris,7 rue Vandamme,75014,48.839462,2.323042,3.0,3,62.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.4531973861537781
1516,novotel paris orgeval,Paris,R N 13,,,,3.5,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09380698584365837
1517,baccarat hotel,Paris,19 rue des Messageries,75010,,,3.5,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025583723411906827
1520,kyriad brancion,Paris,1 rue de Chambery,75015,48.831837,2.30447,2.5,0,68.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.4142126647642058
1521,mercure magenta,Paris,"1, Cour Ferme St Lazare, 75010 Paris France",75010,48.876034,2.3555770000000003,3.5,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15350234047144098
1522,hotel d'angleterre champs elysees,Paris,91 rue la Boetie,75008,48.871693,2.308073,3.0,3,86.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6286286324068535
1524,hotel agenor,Paris,22 rue Cels,75014,48.83684,2.324039,3.5,3,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8442628725929253
1525,le carrosse,Paris,88 rue Desnouettes,75015,48.834873,2.284476,3.0,1,32.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.23390832833743386
1526,pratic hotel,Paris,31 rue Germain Pilon,75018,48.88464000000001,2.33701,2.5,0,4.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.024365450868482692
1527,hotel bordeaux,Paris,100 rue du Faubourg Saint Denis,75010,48.87469,2.355754,3.0,2,92.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.6724864439701224
1528,residence international paris,Paris,44 rue Louis Lumiere,75020,48.860207,2.411864,3.0,2,92.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.6724864439701224
1529,nouveau paris park hotel,Paris,4 rue Hassard,75019,48.878304,2.384172,3.0,3,19.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.13888306995035135
1530,hotel bearnais,Paris,42 rue d Orsel,75018,48.88364,2.34268,3.0,0,66.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.48243592719595735
1531,hotel sunny,Paris,48 boulevard de Port Royal,75005,48.837566,2.346755,3.5,2,96.0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0.8186791491810185
1533,royal opera mansart,Paris,1 rue Mansart,75009,48.882133,2.333515,2.5,2,150.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.913704407568101
1534,bar hotel central marais,Paris,33 rue Vieille du Temple,75004,48.85768,2.357611,3.5,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2387814185111304
1535,hotel eiffel xv,Paris,13 rue Viala,75015,48.850414,2.2909490000000003,3.0,2,155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1329934653844453
1536,les argonautes,Paris,12 rue de la Huchette,75005,48.852997,2.346109,3.5,0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596953546277826
1537,hotel cosy,Paris,62 boulevard de Picpus,75012,48.844696,2.402528,3.0,0,149.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0891356538211765
1538,cite bergere,Paris,12 Cite Bergere,75009,48.87198,2.34476,3.0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051167446823813655
1539,hotel esperance,Paris,45 rue de la Gaite,75014,48.83875,2.32292,3.0,1,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.13157343468980653
1541,bridgestreet champs elysees,Paris,50 rue Copernic,,48.86959,2.28651,3.5,0,18.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.15350234047144098
1542,hotel sthrau,Paris,1 rue Sthrau,75013,,,2.0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024365450868482692
1543,hotel la marmotte,Paris,6 rue Leopold Bellan,75002,,,2.0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024365450868482692
1544,hotel azur,Paris,5 rue de Lyon,75012,48.84624,2.372153,3.0,3,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6505575381884879
1545,hotel de senlis,Paris,7 rue Malebranche,75005,48.846283,2.342607,3.0,2,89.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.6505575381884879
1546,hotel beauvoir,Paris,43 avenue Georges Bernanos,75005,48.83997700000001,2.33734,3.0,3,105.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.7675117023572049
1547,hotel fondary,Paris,30 rue Fondary,75015,48.84775,2.2938080000000003,3.0,3,67.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48974556245650214
1548,hotel de rouen,Paris,42 rue Croix des Petits Champs,75001,48.8645,2.340542,2.5,0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42030402748132645
1549,amadeus hotel,Paris,39 rue Claude Tillier,75012,48.84907000000001,2.38916,3.0,2,103.0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0.7528924318361152
1552,europe liege hotel,Paris,8 rue de Moscou,75008,48.880028,2.32641,2.5,2,55.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.335024949441637
1553,hotel corona rodier,Paris,4 rue Rodier,75009,48.877495,2.342357,3.0,3,118.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.8625369607442873
1555,utrillo,Paris,7 rue Aristide Bruant,75018,48.885468,2.335164,3.0,2,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39472030406941966
1556,hotel printemps,Paris,31 Rue Commerce in the 15th,,48.84751,2.296479,3.0,0,105.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7675117023572049
1558,hotel residence chalgrin,Paris,10 rue Chalgrin,75116,48.87442,2.28961,3.5,0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596953546277826
1559,hotel celtic,Paris,15 rue d Odessa,75014,48.842087,2.324754,3.0,0,51.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37279139828778524
1560,hotel bel air,Paris,6 rue de la Voute,75012,48.845028000000006,2.406436,3.5,3,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6651768087095775
1561,grand hotel de l'europe,Paris,74 boulevard de Strasbourg,75010,48.875595,2.358204,3.0,2,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7163442555333912
1563,times square pascal,Paris,71 rue Pascal,75013,,,3.5,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025583723411906827
1564,belgrand hotel,Paris,60 rue Belgrand,75020,48.867554,2.396531,3.0,3,129.0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0.9429429486102803
1566,hotel athena,Paris,16 rue Papillon,75009,,,3.5,0,7.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0596953546277826
1568,hotel beausejour ranelagh,Paris,99 rue du Ranelagh,75016,48.855537,2.269947,3.0,3,57.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4166492098510541
1569,hotel victoria,Paris,47 rue Bobillot,75013,48.828255,2.352982,3.0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21197942255579943
1570,hotel annexe,Paris,4 rue Taylor,75010,48.869358,2.359142,3.5,2,3.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.025583723411906827
1571,saint sulpice residence hotel,Paris,23 rue Guisarde,75006,48.851807,2.333982,3.0,2,96.0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0.7017249850123016
1573,bel oranger r publique,Paris,Rue Lucien Sampaix,75010,,,3.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029238541042179232
1575,hotel gay-lussac,Paris,29 rue Gay Lussac,75005,48.844357,2.342163,3.0,2,110.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.8040598786599289
1576,hotel le 31,Paris,31 Rue Fessart,33 1 42 45,48.876694,2.3857630000000003,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014619270521089616
1577,allety hotel,Paris,4 Boulevard Bonne Nouvelle,75010,,,3.0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03654817630272404
1579,leonard de vinci,Paris,22 rue des Trois Bornes,75011,,,2.5,2,80.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.4873090173696539
1580,hotel la vieille france,Paris,151 rue la Fayette,75010,48.87929000000001,2.35658,2.5,3,52.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.316750861290275
1583,l'oiseau bleu,Paris,24 rue d Avron,75020,48.851646,2.400749,3.0,0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.021928905781634426
1584,locaflat boulevard de grenelle studio,Paris,146 boulevard de Grenelle,75015,48.848454,2.299056,4.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.019492360694786156
1585,hotel mazagran,Paris,4 rue de Mazagran,75010,48.870323,2.351468,3.0,2,31.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.22659869307688904
1586,my sopi hotel,Paris,8 rue Duperre,75009,48.88221,2.336353,3.0,2,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877156231265377
1587,sport hotel,Paris,68 rue Beaunier,75014,,,3.5,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08527907803968943
1588,de paris,Paris,188 avenue Jean Jaures,75019,48.88808,2.39103,3.0,2,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4678166566748677
1589,royal bastille,Paris,14 rue de la Roquette,75011,48.85365,2.370835,3.0,2,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8332984197021082
1590,hotel relais bergson,Paris,124 avenue Simon Bolivar,75019,48.88043,2.374329,3.5,2,75.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6395930852976707
