,name,city,address,postcode,lat,lng,bubble_rating,star_rating,review_count,air_conditioning,free_internet,free_high_speed_internet_(_wifi_),public_wifi,wheelchair_access,restaurant,family_rooms,accessible_rooms,pets_allowed_(_dog_/_pet_friendly_),paid_wifi,refrigerator_in_room,kitchenette,microwave,paid_internet,chaine,rating_std
2797,hotel restaurant les cardinaux,Bordeaux,avenue des 3 Cardinaux,33300,,,4.5,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877156231265377
2799,campanile bordeaux sud - gradignan - talence,Gradignan,Allee Des Demoiselles,33170,44.79019,-0.603195,3.5,3,117.0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0.9977652130643663
2800,b&b hotel bordeaux lac sur bruges,Bruges,Rue de Daugere,33520,44.887985,-0.5944560000000001,3.5,2,39.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0.33258840435478876
2802,citotel les alizes,Bordeaux,15 Avenue de Saint Medard,33320,44.86072,-0.6368199999999999,3.5,2,48.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.40933957459050924
2803,hotel altica bordeaux merignac,Merignac,Rue Hipparque,33700,44.830765,-0.6795,3.5,2,32.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.2728930497270062
2804,atlantic hotel,Bordeaux,"69, Rue Eugene Le Roy, 33800",33000,,,5.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012182725434241346
2805,chateau de haux,Bordeaux,Haux,F-33550,44.70317,-0.36921,5.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024365450868482692
2806,hotel de l'opera,Bordeaux,35 rue Esprit des Lois,33000,44.84306,-0.573811,3.0,2,139.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0160393012157283
2807,hotel altica bordeaux villenave d'ornon,Villenave D'ornon,3 rue Vincent van Gogh,33140,44.784767,-0.587098,3.0,2,47.0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0.34355285724560597
2808,b&b hotel bordeaux merignac,Merignac,45 rue Jacques Prevert,33700,44.84499,-0.6693100000000001,3.5,2,57.0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.4860907448262297
2810,c'yusha,Bordeaux,12 rue Ausone,33000,,,4.5,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021928905781634426
2811,hotel saint remi,Bordeaux,34 rue Saint Remi,33000,44.841423,-0.572116,3.5,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17055815607937885
2812,mercure bordeaux merignac 2m,Bordeaux,95 Ave Jf Kennedy,,,,4.0,0,9.0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0.0877156231265377
2813,teneo apparthotel talence,Talence,8 allee du 7e Art,33400,44.81218300000001,-0.59192,3.5,3,69.0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0.5884256384738571
2814,chantafred hotel,Pessac,263 avenue Pasteur,33600,44.799194,-0.66289,3.5,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2387814185111304
2815,hotel hauterive,Bordeaux,3 Place Camille Hostein,,44.84317,-0.55037,4.0,0,1.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.009746180347393078
2816,hotel restaurant aerogril,Merignac,101 avenue John Fitzgerald Kennedy,33700,,,4.0,0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.009746180347393078
2817,hotel ariane,Bordeaux,5 rue de Lurbe,33000,,,3.5,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025583723411906827
2818,hotelf1 bordeaux ouest eysines,Eysines,Lieu-dit Cantinole,33320,,,3.0,1,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.1754312462530754
2819,comfort hotel bordeaux merignac,Merignac,99 avenue John Fitzgerald Kennedy,33700,44.83549,-0.690458,3.0,2,59.0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0.43126848037214366
2820,beausoleil hotel,Gradignan,Chemin du Plantey,33170,,,3.5,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025583723411906827
2821,hotel regina,Bordeaux,34 rue Charles Domercq,33800,44.8254,-0.557334,3.0,0,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37279139828778524
2822,hotel altica bordeaux floirac,Floirac,4 Chemin de la Gabarre,33270,44.82105,-0.5202439999999999,3.0,2,42.0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0.30700468094288197
2823,residence yser,Bordeaux,183 cours de l Yser,33800,44.82292,-0.570976,3.5,2,19.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.1620302482754099
2824,hotel balladins bordeaux merignac,Merignac,3 rue Euler,33700,44.832924,-0.670127,3.0,3,55.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.40202993932996445
2825,b&b hotel bordeaux sud,Villenave D'ornon,4 rue Salvador Dali,33140,44.78447,-0.588294,3.5,2,34.0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.2899488653349441
2826,premiere classe bordeaux sud - pessac bersol,Pessac,Zone Industrielle Bersol 2 7 rue Thomas Edison,33600,44.77975,-0.648668,3.0,1,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4531973861537781
2827,hotel bel-air,Le Haillan,1 allee Bel Air,33185,44.86799,-0.669909,3.0,2,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32162395146397155
2828,hotel l'entre 2 mers,Carbon-Blanc,56 avenue Austin Conte,33560,44.89605,-0.499223,3.0,2,18.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.13157343468980653
2830,travel'inn bordeaux aeroport,Bordeaux,"91, avenue President Kennedy",33700,,,3.5,0,4.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.03411163121587577
2831,hotel de la cite,Bordeaux,195 rue de Pessac,33000,,,3.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007309635260544808
2832,le trianon,Bordeaux,5 rue du Temple,33000,,,3.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007309635260544808
2836,l'etoile bleue,Merignac,1 rue Miguel de Cervantes,33700,44.82699,-0.670257,3.0,2,79.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0.5774611855830398
2838,campanile bordeaux ouest - le bouscat,Le Bouscat,128 route du Medoc,33110,44.876415,-0.621826,3.0,3,127.0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0.9283236780891906
2839,hotel balladins bordeaux eysines,Eysines,11 Allee du Champ de Course,33320,44.880276,-0.629436,3.0,2,48.0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0.3508624925061508
2840,ptit dej hotel,Lormont,allee de l Oiseau de France,33310,44.882442,-0.509361,3.0,2,109.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.796750243399384
2841,3b hotel de bordeaux,Ambares-et-Lagrave,66 avenue de la Liberation,33440,,,3.5,2,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.24730932631509933
2844,fasthotel,Artigues-pres-Bordeaux,route Nationale 89,33370,44.86673,-0.492384,3.0,1,41.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.2996950456823371
2845,premiere classe bordeaux sud - villenave d'ornon,Villenave D'ornon,Entree 2 Lotissement Haut Madere Ouest 2 rue Jean Fragonard,33140,44.78456,-0.5891430000000001,2.5,1,190.0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1.1573589162529279
2846,hotel bristol,Bordeaux,14 T Place Gambetta,33000,44.84062,-0.580114,2.5,0,7.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.04263953901984471
2847,hotelf1 bordeaux sud villenave d'ornon,Villenave D'ornon,2 rue Salvador Dali,33140,44.784225,-0.5868939999999999,3.0,1,28.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.20466978729525462
2848,hotelf1 bordeaux aeroport,Merignac,7 Avenue Rudolf Diesel,33700,44.83641400000001,-0.687114,3.0,1,24.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.1754312462530754
2849,premiere classe bordeaux ouest - eysines,Eysines,74 avenue du Medoc,33320,44.880703,-0.62892,2.5,1,145.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8832475939824976
2850,premiere classe bordeaux nord - lac,Bordeaux,Rue Du Prof. G. Jeanneney Quartier Du Lac,33300,44.8869,-0.5561689999999999,3.0,1,63.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.4605070214143229
2851,all suites appart hotel bordeaux merignac,Merignac,27 allee Felix Nadar,33700,44.845654,-0.673499,3.0,3,152.0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1.1110645596028108
2852,campanile bordeaux est - artigues,Artigues-pres-Bordeaux,Avenue De La Prairie,33370,44.8675,-0.49808,3.0,3,137.0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1.0014200306946388
2853,hotel formule club,Cenon,5 rue Condorcet,33150,44.854744,-0.507058,2.5,2,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39593857661284376
2854,hotel choiseul,Bordeaux,13 rue Huguerie,33000,44.844814,-0.579048,3.5,0,37.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.31553258874685086
2855,all suites appart hotel bordeaux lac,Bordeaux,Rue Du Professeur Georges Jeanneney,33300,44.886288,-0.557391,2.5,3,176.0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1.0720798382132386
2856,b&b hotel bordeaux lormont,Lormont,Rue Pierre Mendes France,33310,44.87966,-0.5140399999999999,3.0,2,71.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0.5189841034986814
2857,hotel la porte dijeaux,Bordeaux,4 Rue Bouffard,33000,44.840443,-0.579896,3.0,2,75.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5482226445408606
2858,studiotel blayais,Bordeaux,17 rue Mautrec,33000,,,1.5,0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.014619270521089616
2859,premiere classe bordeaux sud - pessac becquerel,Pessac,4 B avenue Antoine Becquerel,33600,44.788532,-0.644659,2.5,1,188.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1451761908186866
2861,premiere classe bordeaux est - lormont,Lormont,allee de l Oiseau de France,33310,44.883198,-0.509829,2.5,1,194.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1.1817243671214106
2862,hotelf1 bordeaux est artigues,Artigues-pres-Bordeaux,Avenue du Mirail,33370,44.8636,-0.49088,3.0,1,21.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.15350234047144098
2863,hotelf1 bordeaux ville,Bordeaux,50 rue Emile Henriot,33100,44.829582,-0.5423979999999999,2.5,1,61.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0.3715731257443611
2864,quick palace,Eysines,Impasse Du Paddock,33320,44.87992,-0.62949,2.0,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12670034451611
2866,hotelf1 bordeaux nord lormont,Lormont,1 rue du Courant,33310,44.882317,-0.5163369999999999,2.5,1,34.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2071063323821029
2867,hotel stars bordeaux sud,Villenave D'ornon,6 rue Salvador Dali,33140,44.783894,-0.586971,2.0,2,47.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.22903523816373733
2868,complexe hotelier le montaigne,Bordeaux,Avenue de la Boetie,33166,,,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024365450868482695
2869,hotel le relais d'aquitaine,Bordeaux,3 cours de la Somme,33800,,,1.0,2,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0024365450868482695
2919,b&b hotel marseille prado velodrome,Marseille,6 Allee Marcel Leclerc,13008,43.268364,5.3948269999999985,4.5,2,42.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0.4605070214143229
2932,kyriad marseille blancarde - timone,Marseille,2-4 rue Emile Duclaux,13004,43.29657,5.40081,4.0,0,33.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.32162395146397155
2939,le rhul,Marseille,269 Corniche Pdt J F Kennedy,13007,43.28019000000001,5.353691,3.5,3,127.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0830442911040556
2945,hotel paradis,Marseille,124 rue Paradis,13006,43.28827,5.37889,4.0,2,70.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.6822326243175154
2950,citadines prado chanot marseille,Marseille,9 boulevard de Louvain,13008,43.276432,5.391292,3.5,3,110.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0.9380698584365837
2957,europe hotel,Marseille,12 rue Beauvau,13001,43.294594,5.375166,4.0,2,86.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8381715098758047
2958,hotel du sud,Marseille,18 rue Beauvau,13001,43.29408,5.375509,3.5,2,85.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7248721633373602
2960,la maison du petit canard,Marseille,48 Impasse Sainte Francoise,13002,43.299652,5.366599,4.0,0,26.0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.25340068903222
2961,b&b hotel marseille euromed,Marseille,44 rue de Ruffi,13003,43.311626,5.37135,3.5,2,92.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0.7845675179651428
2963,hotel edmond rostand,Marseille,31 rue Dragon,13006,43.288185,5.380305,3.5,3,120.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1.0233489364762731
2965,chateau de la panouse,Marseille,198 avenue de la Panouse,13009,,,5.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012182725434241346
2966,hotel du coq,Marseille,26 rue du Coq,13001,,,5.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012182725434241346
2967,le little palace,Marseille,39 boulevard D Athenes,13001,,,5.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012182725434241346
2969,auberge de bonnevienne,Marseille,,,,,4.5,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09868007601735491
2970,hotel relax,Marseille,4 rue Corneille,13001,43.29362,5.375426,3.5,0,59.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5031465604341676
2971,hotel moderne,Marseille,30 rue Breteuil,13006,43.28969,5.376025,3.5,2,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1961418794912857
2973,hotel nady,Marseille,157 cours Lieutaud,13006,43.28696,5.38522,3.0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051167446823813655
2974,inter-hotel parc des expositions,Marseille,23 boulevard Rabatau,13008,43.27385,5.393121,3.0,2,109.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.796750243399384
2975,hotel richelieu,Marseille,52 Corniche Pdt J F Kennedy,13007,43.289658,5.355062,3.5,2,117.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9977652130643663
2978,adagio city aparthotel,Marseille,"14, Rue du Theatre, 75015",13008,43.27961,5.374758,3.5,0,22.0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0.18761397168731675
2979,hotel alexandre 1er,Marseille,111 rue de Rome,13006,43.29057,5.381251,3.0,0,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1754312462530754
2980,adonis marseille vieux port,Marseille,26 rue Breteuil,13006,43.28986,5.37594,3.0,3,158.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1.1549223711660797
2981,les gens de mer hotel,Marseille,25 rue de Forbin,13002,43.305794,5.371117,3.0,2,130.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.950252583870825
2982,l'eau des collines,Marseille,45 route de la Treille,13011,43.304977,5.506109,3.0,2,42.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.30700468094288197
2983,b&b hotel marseille la valentine,Marseille,ZAC La Valentine,13011,43.29349000000001,5.481566,3.0,0,56.0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.40933957459050924
2984,hotel baille castellane,Marseille,104 rue Perrin Solliers,13006,,,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014619270521089616
2985,hotel de la prefecture,Marseille,9 bv Louis Salvator,13006,43.29121,5.38183,3.0,0,97.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7090346202728464
2986,le lunik,Marseille,12 rue Mazagran,13001,43.29726,5.382409,3.0,0,43.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.31431431620342676
2987,hotel balladins marseille gare,Marseille,28 boulevard D Athenes,13001,43.30107,5.380886,3.0,3,150.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0964452890817211
2988,hotel residence grillon,Marseille,34 rue Curiol,13001,43.29731,5.38467,2.5,2,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07918771532256876
2989,hotel de l'ariana,Marseille,12 rue du Theatre Francais,13001,43.297203,5.382374,2.5,0,44.0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0.26801995955330965
2990,hotel manon,Marseille,36 boulevard Louis Salvator,13006,43.29107,5.38292,2.0,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.009746180347393078
2991,hotel les cigalons,Marseille,42 rue Pierre Doize,13010,43.28055,5.429266,3.0,2,38.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.2777661399007027
2996,hotel lutetia,Marseille,38 allee Leon Gambetta,13001,43.298862,5.38287,3.0,2,121.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0.8844658665259217
2997,hotel montgrand,Marseille,50 rue Montgrand,13006,43.2913,5.376623,2.5,0,81.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.49340038008677456
2998,hotel du pharo,Marseille,5 Place du 4 Septembre,13007,43.28841,5.3592,2.5,2,42.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2558372341190683
2999,hotelf1 marseille est saint menet,Marseille,2 Saint Menet 13011,13011,43.28718,5.5118,2.5,1,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.09746180347393077
3000,hotel gambetta,Marseille,49 allee Leon Gambetta,13001,43.29922,5.383394,2.5,1,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19492360694786154
3001,hotel restaurant le printemps,Marseille,42 boulevard Charles Nedelec,13001,43.30303,5.37886,1.5,0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.032893358672451634
3002,hotel hm,Marseille,6 rue des Recolettes,13001,,,2.5,2,19.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.1157358916252928
3003,hotelf1 marseille valentine,Marseille,rue de la Traverse,13011,43.29878,5.476567,2.5,1,45.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.2741113222704303
3004,hotel de rome et st pierre,Marseille,7 cours Saint Louis,13001,43.295513,5.378358,2.5,3,134.0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0.8162426040941703
3005,b&b marseille saumaty seon,Marseille,ZAC de Saumaty Seon,13016,43.36048,5.33691,3.0,0,17.0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0.12426379942926173
3006,hotel du petit paris marseille,Marseille,33 rue Tapis Vert,13001,43.29859,5.37885,2.0,0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3021315907691854
3007,hotel monthyon,Marseille,60 rue Montgrand,13006,,,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004873090173696539
3009,hotel raphael prado,Marseille,72 avenue de Mazargues,13008,,,2.0,1,26.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.12670034451611
3010,le royal,Marseille,10 rue du Capitaine Dessemond,13007,43.28843,5.357965,1.5,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062131899714630866
3011,hotel imperial,Marseille,87 la Canebiere,13001,,,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004873090173696539
3025,hotel les bruyeres,Morzine,Taille de Mas des Champs de La Plagne,74110,46.18,6.7,4.5,2,92.0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1.0087296659551834
3030,chalet hotel bel 'alpe,Morzine,239 Taille de Mas des Frenes,74110,46.182358,6.699814999999999,4.5,3,74.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.8113695139204737
3034,hotel le tremplin,Morzine,"166, Taille de Mas Du Pleney",74110,46.180202,6.701632000000001,4.0,3,105.0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1.0233489364762731
3035,hotel alpen roc,Morzine,140 Taille Mas Champs de la Plagne,74110,46.18385,6.699883,4.5,3,75.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.8223339668112909
3038,hotel hermine blanche,Morzine,414 Chemin du Mas Metout,74110,46.18285,6.7086869999999985,4.5,3,70.0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.7675117023572049
3039,hotel le samoyede,Morzine,9 Place de l Office du Tourisme,74110,46.18126,6.704342,4.5,3,78.0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.8552273254837426
3040,beau regard hotel,Morzine,Les Bois-Venants,74110,46.18619,6.704604,4.5,2,30.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.3289335867245164
3041,hotel la clef des champs,Morzine,40 Taille de Mas du Chateau,74110,46.17717,6.706134,4.5,0,51.0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.5591870974316778
3042,hotel l'ours blanc,Morzine,Route Bois Venants,74110,46.188316,6.702813000000001,4.5,2,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5482226445408606
3043,hotel le soly,Morzine,234 route de la Manche,74110,46.17654,6.70959,4.0,2,63.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.6140093618857639
3044,hotel les prodains,Morzine,2968 Les Prodains,74110,46.18977,6.753800999999998,4.5,3,66.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.723653890793936
3045,hotel le cottage,Morzine,753 avenue de Joux Plane,74110,46.18028,6.702308,4.5,0,75.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.8223339668112909
3046,the ridge hotel,Morzine,Route de Montriond,74110,46.188713,6.701617,4.0,2,102.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.9941103954340939
3048,chalet philibert,Morzine,Le Puthey,74110,46.1786,6.711656,4.0,3,92.0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.8966485919601631
3049,hotel alpina,Morzine,Les Bois Venants,74110,46.19,6.7,4.5,3,62.0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0.6797960792306672
3050,hotel l'equipe,Morzine,Place du Telepherique,74110,46.180023,6.702342,4.0,3,111.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1.0818260185606317
3051,bonne valette,Morzine,130 Taille de Mas des Frenes,74110,46.183388,6.700221000000001,4.5,0,33.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0.361826945396968
3053,hotel-chalet la renardiere,Morzine,Route de Combe a Zore,74110,46.18416,6.695023,4.0,0,80.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7796944277914462
3054,alte neve chalet hotel,Morzine,702 route de la Plagne,74110,46.186043,6.697757000000001,4.0,3,71.0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0.6919788046649085
3057,hotel le concorde,Morzine,524 route de la Combe a Zore,74110,46.183006,6.697197999999998,3.5,0,69.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5884256384738571
3058,eazy riderz chalets,Morzine,Le Bois Venant,74110,,,5.0,0,14.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.17055815607937885
3059,l'auberge du mont-rond,Montriond,21 route de Thonon,74110,,,3.5,2,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.20466978729525462
3061,hotel-restaurant les sapins,Montriond,Au Lac,74110,46.21,6.72,3.5,2,42.0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.3581721277666956
3062,la buissonniere,Montriond,Les Granges,74110,46.20226,6.68792,4.5,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10964452890817213
3063,hotel la kinkerne,Morzine,Hameau des Prodains,74110,46.18949,6.751942999999999,4.0,0,12.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.11695416416871693
3064,belambra clubs le viking,Morzine,,74110,46.179035,6.708869,4.0,3,2.0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0.019492360694786156
3065,le laury's,Morzine,60 route des Udrezants,74110,46.179756,6.709679,4.0,2,39.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.38010103354833
3066,hotel peter pan,Morzine,BP 37,74110,46.181393,6.719589999999998,2.5,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030456813585603367
3067,residence maeva les portes du soleil,Morzine,Quartier Festival,74100,46.19196,6.77589,3.0,3,95.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0.6944153497517568
3068,hotel les dents blanches,Morzine,669 A route de la Plagne,74110,46.185658,6.69765,2.5,0,8.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.048730901736965385
3069,hotel club regina,Morzine,Route de Thonon,74110,,,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024365450868482695
3088,hotel peyramale,Lourdes,32 avenue Peyramale,65100,43.093372,-0.054737,4.5,0,69.0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.7565472494663876
3090,hotel compostelle,Lourdes,18 rue Bernadette Soubirous,65100,43.09815,-0.04962,4.5,0,31.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3398980396153336
3092,hotel saint-georges,Lourdes,34 avenue Peyramale,65100,43.0933,-0.0548,4.5,3,89.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.9758363072827319
3093,le relais de saux,Lourdes,route de Tarbes,65100,43.11991,-0.02994,4.5,3,45.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.49340038008677456
3097,hotel lutetia,Lourdes,19 avenue de la Gare,65100,43.099735,-0.043808,4.0,2,79.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.7699482474440531
3099,atrium mondial,Lourdes,9 rue des Pelerins,65100,43.09496,-0.05089,4.0,3,60.0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.5847708208435847
3100,hotel restaurant saint sebastien,Lourdes,63 boulevard de la Grotte,65100,43.09839,-0.048564,4.5,0,55.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.6030449089949467
3107,hotel de l'europe,Lourdes,38 avenue Peyramale,65100,43.093018,-0.055228,4.5,0,32.0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0.3508624925061508
3109,best western plus hotel le rive droite & spa,Lourdes,22 avenue Peyramale,65101,43.094017,-0.054426,4.5,3,13.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0.14253788758062375
