,name,city,address,postcode,lat,lng,bubble_rating,star_rating,review_count,air_conditioning,free_internet,free_high_speed_internet_(_wifi_),public_wifi,wheelchair_access,restaurant,family_rooms,accessible_rooms,pets_allowed_(_dog_/_pet_friendly_),paid_wifi,refrigerator_in_room,kitchenette,microwave,paid_internet,chaine,rating_std,rating_std2
3883,urban hotel & spa,Lille,48 B rue de Valenciennes,59000,50.6233,3.075823,3.5,3,26.0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.22172560290319251,0.5769117292702797
3887,best hotel lille/gambetta,Lille,66 rue Littre,59000,50.62599,3.051785,3.0,2,63.0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.4605070214143229,0.6876261131975144
3888,campanile lille sud - chr,Lille,2 rue Jean Charles Borda,59000,50.615726,3.03718,3.5,2,92.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0.7845675179651428,0.8899861836780725
3890,le napoleon,Lille,Place de la Gare,59000,50.63699,3.069727,3.0,2,110.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.8040598786599289,0.9105730731545791
3891,tulip inn lille grand stade residence,Villeneuve d'Ascq,231 boulevard de Tournai,59650,50.612907,3.132246,3.5,3,31.0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.26436514192303723,0.6006294909678397
3892,fasthotel lesquin,Lesquin,2 rue de l Europe,59810,50.59007,3.116594,3.5,1,35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.298476773138913,0.6196037003258877
3894,premiere classe lille centre,Lille,19 Place des Reignaux,59800,50.63728,3.068414,3.0,1,138.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0087296659551834,1.0433925386609153
3898,comfort hotel lille europe,Lille,53 rue Christophe Colomb,59800,50.63555,3.082826,3.5,3,60.0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0.5116744682381366,0.738192508813688
3899,le compostelle,Lille,4 rue Saint Etienne,59800,50.63738,3.0618,3.5,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21319769509922357,0.5721681769307676
3900,kyriad lille est - villeneuve d'ascq,Villeneuve d'Ascq,Parc Des Moulins 15 avenue de la Creativite,59650,50.63901,3.1450400000000003,3.0,3,98.0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0.7163442555333912,0.8536504450804349
3901,hotel de france,Lille,10 rue de Bethune,59800,,,2.5,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01827408815136202,0.33821592019208413
3903,appart'city lille euralille,La Madeleine,30 Place Vauban,59110,50.645714,3.073384,3.0,2,17.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.12426379942926173,0.4694227055799619
3904,atlantique hotel,Lille,17 Place des Reignaux,59800,50.63734,3.06832,3.5,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03411163121587577,0.47255357780101537
3905,le relais volubilis,Lille,"Parc Europe, 340 Avenue de la Marne",59700,50.69,3.128,3.5,0,10.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.08527907803968943,0.5010148918380875
3906,hotel continental,Lille,"11, Place de la Gare",59800,50.63689,3.069529,3.0,2,121.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.8844658665259217,0.9627521488892112
3907,ibis boulogne sur mer,Lille,Quartier Liane Danremont,,,,3.0,0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.021928905781634426,0.4030129728267937
3908,nordhotel citotel,Lille,48 rue du Faubourg D Arras,59000,50.61221,3.061216,3.0,2,116.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.8479176902231977,0.9390343871916511
3909,premiere classe lille ouest - lomme,Lomme,22 Rue Du Chateau D'Isenghien,59160,50.653503,2.982636,3.0,1,126.0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.9210140428286459,0.9864699105867711
3911,central hotel,Lille,91 rue Boucher de Perthes,59800,,,2.5,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024365450868482692,0.34295947253159614
3912,hotelf1 lille metropole,Mons-en-Baroeul,Avenue de la Sabliere,59370,50.645077,3.096947,3.0,0,47.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0.34355285724560597,0.6117292757653223
3913,hotelf1 lille lesquin aeroport,Lesquin,Impasse Jean Jaures,59810,50.580482,3.091472,3.0,1,37.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.2704565046401579,0.5642937523702021
3914,hotel faidherbe,Lille,42 Place de la Gare,59800,50.63581,3.069941,3.0,1,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32162395146397155,0.5974986187467862
3915,mister bed lomme,Lomme,110 rue du grand But,59160,50.649208,2.98013,2.5,2,47.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.28629404770467165,0.5469322231306126
3916,hotel le floreal,Lille,21 rue Sainte Anne,59800,50.635403,3.069659,3.0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14619270521089617,0.4836533625984979
3918,mister bed city lille,Lille,57 rue de Bethune,59800,50.633465,3.063509,2.5,2,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6274103598634294,0.8125711541432854
3919,la viennale,Lille,31 rue Jean Jacques Rousseau,59800,50.639687,3.059445,3.5,0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.051167446823813655,0.4820406824800394
3920,hotel le coq hardi,Lille,34 Place de la Gare,59800,50.6359,3.06981,2.0,0,26.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.12670034451611,0.38252057136615075
3922,premiere classe lille nord - marcq en baroeul,Marcq-en-Baroeul,340 Avenue De La Marne Parc Europe,59700,,,2.5,2,99.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6030449089949467,0.7935969447852373
3923,hotel de londres,Lille,16 Place de la Gare,59800,50.63631,3.069319,2.0,2,48.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.23390832833743386,0.486878722835415
3924,hotelf1 lille villeneuve d'ascq,Villeneuve d'Ascq,3 boulevard de Mons,59650,50.642353,3.143284,2.5,1,30.0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.1827408815136202,0.46629183335890845
3925,sergic residences appart-hotel grand stade lille,Villeneuve d'Ascq,Boulevard de Tournais,59009,50.61469,3.13872,3.5,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06822326243175154,0.4915277871590634
3926,hotel chopin,Lille,4 rue de Tournai,59800,50.63551,3.070598,2.5,0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26192859683618896,0.5279580137725646
3927,ibis budget lille marcq en baroeul,Marcq-en-Baroeul,340 Avenue De La Marne Parc Europe,59700,50.67777,3.11227,2.0,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.009746180347393078,0.2686753152178625
3928,hotel stars lille villeneuve d'ascq,Villeneuve d'Ascq,"Angle Boulevard de Valmy, Rue Entre-Deux-Villes",59650,50.616325,3.134978,1.5,2,38.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.13888306995035135,0.3746461468055853
3929,la commedia,Lille,2 rue du Vieux Faubourg,59800,,,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024365450868482695,0.13433765760893124
3972,hotel des quatre dauphins,Aix-en-Provence,54 rue Roux Alpheran,13100,43.52492,5.45038,3.5,2,98.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.8357349647889564,0.9184474977151444
3976,arc hotel,Aix-en-Provence,40 avenue Henri Malacrida,13100,43.513798,5.470006,3.5,3,122.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.040404752084211,1.0322927538634328
3978,le clos de celony,Aix-en-Provence,1087 Route Nationale 7,13090,,,3.5,0,90.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0.7675117023572049,0.8804990789990484
3982,le bleu pourpre,Aix-en-Provence,155 rue Charles Duchesne,13290,43.492172,5.370822,3.5,0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4690349292182919,0.714474747116128
3988,auberge bourrelly,Aix-en-Provence,Place Albert Florent,13480,43.46088,5.353453,3.5,0,68.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.5798977306698881,0.7761409275297841
3989,hotel en ville,Aix-en-Provence,2 Place Bellegarde,13100,43.532143,5.451531,3.5,3,74.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.6310651774937017,0.8046022415668562
3990,relais sainte-victoire,Aix-en-Provence,Beaurecueil,13100,,,3.5,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07675117023572049,0.49627133949857544
3991,hotel paul,Aix-en-Provence,10 avenue Pasteur,13100,43.53332,5.44607,3.0,0,106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7748213376177496,0.8915988637965311
3992,appart'hotel odalys aix chartreuse,Aix-en-Provence,42 route de Galice,13090,43.530045,5.4257230000000005,3.5,3,70.0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0.596953546277826,0.7856280322088082
3994,aix hotel,Aix-en-Provence,115 rue Charles Duchesne,13797,43.49151,5.37135,3.0,2,23.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.1681216109925306,0.497884019617034
3995,hotel des arts,Aix-en-Provence,Rue Lacepede Gasquet 69 boulevard Carnot,13100,43.52926,5.453665,3.0,0,68.0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0.4970551977170469,0.7113438748950744
3996,villages hotel aix en provence,Aix-en-Provence,avenue Arc de Meyran,13100,,,3.5,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.017055815607937886,0.46306647312199134
3997,logis le mas et la flambee du luberon,Venelles,Rue Eugene Bertrand,13770,43.61,5.49,3.0,3,40.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.29238541042179234,0.5785244093887382
3999,city residence - les jardins de galice,Aix-en-Provence,42 route de Galice,13090,43.529415,5.425845,3.0,2,121.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.8844658665259217,0.9627521488892112
4000,hotelf1 aix en provence,Meyreuil,RN 7 Le Canet de Meyreuil,13590,43.49100000000001,5.5258400000000005,3.0,1,28.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0.20466978729525462,0.521601781314594
4001,mona lisa saint victoire residence fuveau,Aix-en-Provence,"La Begude, 13710",13710,,,3.5,0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0596953546277826,0.4867842348195514
4002,b&b hotel aix-en-provence pont de l'arc,Aix-en-Provence,4 avenue Arc de Meyran,13100,43.51108,5.4469,3.0,0,74.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0.5409130092803158,0.7398051889321466
4003,appart'city aix en provence - la duranne,Aix-en-Provence,300 avenue du grand Vallat,13100,43.49255,5.351162,3.0,2,98.0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0.7163442555333912,0.8536504450804349
4004,hotel arquier,Aix-en-Provence,2980 route du petit Moulin,13290,43.516308,5.316264,3.0,0,29.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21197942255579943,0.526345333654106
4005,le domaine de tournon,Aix-en-Provence,Routes des Pinchinats,13100,43.555367,5.469659,2.5,3,32.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.19492360694786154,0.4757789380379325
4006,premiere classe aix en provence,Aix-en-Provence,10 Rue du Lieutenant,13858,,,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0024365450868482695,0.13433765760893124
4063,hotel alpha ocean,Saint-Malo,93 boulevard de Rochebonne,35400,48.66335,-1.989529,3.5,2,123.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.04893265988818,1.0370363062029448
4066,hotelf1 saint malo,Saint-Malo,28 rue de la Grassinais,35400,48.621494,-1.987531,3.5,0,95.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0.8101512413770495,0.9042168406966085
4068,brit hotel saint malo - le transat,Saint-Malo,Rue de la Saulaie,35400,48.62213,-1.99135,3.5,3,125.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1.0659884754961177,1.046523410881969
4073,hotel alba,Saint-Malo,17 rue des Dunes,35400,48.656483,-2.0031,3.5,3,127.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1.0830442911040556,1.056010515560993
4075,broceliande hotel,Saint-Malo,43 chaussee du Sillon,35400,48.65526,-2.00606,3.5,0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2728930497270062,0.6053730433073516
4076,hotel bar p.m.u. le derby,Saint-Malo,28 avenue Pasteur,35400,,,3.5,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051167446823813655,0.4820406824800394
4079,hotel l'hermine,Saint-Malo,4 place de l'Hermine,35400,48.647,-2.00938,3.5,0,66.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5628419150619502,0.7666538228507601
4080,hotel le cocktail bar,Saint-Malo,1 rue de Riancourt,35400,,,3.5,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1620302482754099,0.5437068628936955
4081,hotel armoricaine,Saint-Malo,6 rue du Boyer,35400,48.648872,-2.027332,3.0,0,19.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.13888306995035135,0.47890981025898594
4083,hotel port-malo,Saint-Malo,15 rue Sainte Barbe,35400,48.65106,-2.024702,3.0,0,86.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6286286324068535,0.7967278170062908
4084,hotel les acacias,Saint-Malo,8 boulevard Hebert,35400,48.66167,-1.99164,3.5,0,14.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1193907092555652,0.5199891011961355
4085,hotel de la mer,Saint-Malo,3 rue Dauphine,35400,48.63988,-2.01867,2.5,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15228406792801683,0.4425740716613484
4086,hotel restaurant l'equipe,Saint-Malo,14 avenue de Marville,35400,48.64581,-2.0072400000000004,3.0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12426379942926173,0.4694227055799619
4087,hotel restaurant les chiens du guet,Saint-Malo,"Ru de la Janaie, 35400",35400,48.632137,-1.981206,3.0,0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21928905781634425,0.531088885993618
4088,hotel de l'europe,Saint-Malo,44 boulevard de la Republique,35400,48.647896,-2.008576,3.0,2,66.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.48243592719595735,0.7018567702160505
4090,hotel gambetta,Saint-Malo,40 boulevard Gambetta,35400,48.655598,-1.993881,2.5,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3289335867245164,0.5801370895071968
4091,l'arrivee,Saint-Malo,52 boulevard de la Republique,35400,48.647396,-2.0084470000000003,2.0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03411163121587577,0.29239307691542255
4092,hotel ferry emeraude,Saint-Malo,2 rue le Pomellec,35400,48.639294,-2.015289,1.5,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10233489364762731,0.3272106234104652
4133,best western residence hoteliere alcyon,Porto-Vecchio,Rue du Marechal leclerc Haute Ville,20137,41.593746,9.278517,3.5,3,46.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3922837589825714,0.67178277606052
4134,hotel marina village,Porto-Vecchio,"Cours Napoleon, Corse 20137",20137,41.586952,9.285182,3.5,0,37.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.31553258874685086,0.6290908050049118
4135,hotel franca,Porto-Vecchio,"Rue du Marechal Juin, 20137",,41.5834,9.27573,3.0,0,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14619270521089617,0.4836533625984979
4137,hotel u benedettu,Porto-Vecchio,Presqu'ile du Benedettu,20137,41.98560300000001,8.735901,2.5,0,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06700498988832741,0.37616433890818024
4138,hotel residence e casette,Porto-Vecchio,route de Palombaggia,20137,,,3.0,0,20.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.14619270521089617,0.4836533625984979
4139,le porto-vecchio hotel,Porto-Vecchio,rue Marechal Juin,20137,41.583412,9.275325,3.0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5482226445408606,0.7445487412716586
4140,hotel aiglon bylitis,Porto-Vecchio,Route du commandant L'Herminier,20137,41.58875,9.279109,2.5,0,124.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.7553289769229635,0.9121857532730375
4141,la caleche d'or,Porto-Vecchio,Rue General Leclerc,20137,41.590954,9.277881,2.0,2,11.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.053603991910661924,0.3113672862734706
4142,hotel la riviere,Porto-Vecchio,route de Muratello,20137,41.5956,9.23674,2.5,3,51.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.31065949857315434,0.5659064324886607
4143,hotel le syracuse,Porto-Vecchio,route de Palombaggia,20137,41.592564,9.306793,3.0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10233489364762731,0.45519204856142587
4144,hotel residence villa conti,Porto-Vecchio,Granaggiolo route de Bonifacio,20137,,,2.0,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12670034451611,0.38252057136615075
4169,hotel du parc euromedecine,Montpellier,2 rue du Caducee,34090,43.643047,3.835053,3.5,3,117.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0.9977652130643663,1.0085749921658729
4183,domaine le milos,Castries,134 Chemin de la Pierre Bleue,34160,43.685146,3.993716000000001,3.5,3,99.0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0.8442628725929253,0.9231910500546565
4188,heliotel montpellier,Montpellier,Rond-point Agropolis,34980,43.651463,3.866221,3.0,2,73.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.533603374019771,0.7350616365926346
4189,hotel des arts,Montpellier,6 boulevard Victor Hugo,34000,43.606476,3.87788,3.5,2,88.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.750455886749267,0.8710119743200244
4191,fast hotel montpellier baillargues,Baillargues,Zae la Biste,34670,43.656307,3.999847,3.5,2,38.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.3240604965508198,0.6338343573444238
4192,hotel des etuves,Montpellier,24 rue des Etuves,34000,43.60727,3.877193,3.5,0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1961418794912857,0.5626810722517436
4193,hotel les fauvettes,Montpellier,8 rue Bonnard,34000,43.61532,3.87044,3.5,0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895430319416739,0.9516523640917286
4194,hotel lapeyronie,Montpellier,80 rue des Petetes,34090,43.63185,3.85455,3.5,2,66.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5628419150619502,0.7666538228507601
4195,ibis montpellier fabregues,Fabregues,Autoroute a 9,34690,43.54627,3.796455,3.0,3,94.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0.6871057144912119,0.8346762357223869
4197,hotel la maison blanche,Montpellier,1796 avenue de la Pompignane,34000,43.621643,3.898058,3.0,3,77.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.5628419150619502,0.7540358459506826
4199,best hotel montpellier euromedecine nord,Montpellier,861 Rue de la Croix Verte,34198,43.64421,3.842264,3.0,2,57.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.4166492098510541,0.6591647991604423
4200,hotel les myrtes,Montpellier,10 rue de la Cour du Recteur,34070,43.600735,3.86636,3.0,3,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1827408815136202,0.507371124296058
4201,hotel acapulco,Montpellier,445 rue Auguste Broussonnet,34090,43.616776,3.869038,3.0,2,37.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.2704565046401579,0.5642937523702021
4202,hotel cosmos,Montpellier,7 rue du General Campredon,34000,43.606373,3.87317,3.5,0,13.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.11086280145159626,0.5152455488566234
4203,hotel de paris,Montpellier,15 rue Aristide Ollivier,34000,43.606796,3.881963,3.0,2,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40202993932996445,0.6496776944814184
4204,hotel majestic,Montpellier,4 rue du Cheval Blanc,34000,43.60738,3.877057,3.0,0,34.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.24852759885852346,0.5500630953516661
4205,hotel colisee verdun,Montpellier,33 rue de Verdun,34000,43.6061,3.881868,3.0,2,75.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5482226445408606,0.7445487412716586
4206,citea montpellier citadelle,Montpellier,357 av du Pr Etienne Antonelli,34070,,,3.0,2,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950252583870825,0.45044849622191385
4208,hotel les troenes,Montpellier,17 avenue Emile Bertin Sans,34090,43.62911,3.863499,3.0,2,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1827408815136202,0.507371124296058
4209,grand bleu mas des cigales,Castries,362 rue du Romarin,34160,,,3.0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007309635260544808,0.3935258681477697
4210,sun valley montpellier,Montpellier,"400, avenue des Moulins",34000,,,3.0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007309635260544808,0.3935258681477697
4212,best hotel montpellier est,Montpellier,690 rue Alfred Nobel,34000,43.610317,3.912097,3.0,2,58.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.42395884511159887,0.6639083514999544
4214,l'hotel montpellier,Montpellier,"6 and 8, rue Jules Ferry",34000,43.605354,3.880826,3.0,2,37.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.2704565046401579,0.5642937523702021
4216,hotel kalliste,Montpellier,14 rue Boussairolles,34000,43.60782,3.88125,2.5,2,52.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.316750861290275,0.5706499848281728
4217,hotel les alizes,Montpellier,14 rue Jules Ferry,34000,43.60457,3.879761,2.5,2,24.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.14619270521089617,0.43783051932183636
4218,abasun hotel montpellier centre,Montpellier,13 rue Maguelone,34000,43.6069,3.87978,2.0,2,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42395884511159887,0.6718772640763835
4220,villa bellagio,Montpellier,1149 rue de la Croix Verte,34090,43.642124,3.843968,2.5,3,129.0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0.7857857905085669,0.9359035149705976
4221,hotel le saint-eloi,Montpellier,27 av Prof Grasset,34000,43.62391,3.867056,2.5,0,29.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17664951879649954,0.46154828101939643
4222,hotel d'angleterre,Montpellier,"7, rue de Maguelone",,43.60739,3.87971,2.0,2,70.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3411163121587577,0.5912368743046793
4223,relais de fabregues,Montpellier,"42, avenue Georges Clemenceau",34690,,,2.5,2,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03654817630272404,0.35244657721062017
4224,hotel de france montpellier,Montpellier,4 rue de la Republique,34000,43.60584,3.877667,1.5,2,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1790860638833478,0.42682522254021743
4225,abbeliss polygone hotel,Montpellier,16 avenue du Pont Juvenal,34000,43.606194,3.884448,2.0,2,129.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6286286324068535,0.8711064623358881
4226,hotel les acacias,Montpellier,39 avenue Bouisson Bertrand,34090,43.618767,3.870635,2.5,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01827408815136202,0.33821592019208413
4282,hotel du levant,Antibes,50 Chemin de la Plage,06160,43.55441,7.134797,3.5,3,65.0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.5543140072579813,0.7619102705112482
4289,hotel le collier,Antibes,19 boulevard General Vautrin,06600,43.587273,7.118639999999999,3.5,0,67.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0.5713698228659192,0.7713973751902721
4291,hotel de la mer,Golfe-Juan Vallauris,"226, Avenue de la Liberte, 06220",6220,43.572575,7.0848770000000005,3.5,3,92.0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.7845675179651428,0.8899861836780725
4292,hotel pierre loti,Juan-les-Pins,29 rue Pierre Loti,06160,43.57485,7.10203,3.5,2,25.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.21319769509922357,0.5721681769307676
4293,hotel du lys,Juan-les-Pins,81 boulevard Raymond Poincare,06160,43.572388,7.101739,3.0,2,70.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5116744682381366,0.7208309795740986
4294,la residence,Juan-les-Pins,13 Avenue de l'Esterel,06160,43.57025,7.10993,3.5,2,55.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.4690349292182919,0.714474747116128
4299,residhotel eden paradise,Golfe-Juan Vallauris,Impasse des Hameaux de Beausoleil,06220,43.573006,7.0847690000000005,3.0,2,52.0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0.38010103354833,0.6354470374628823
4300,hotel teranga,Juan-les-Pins,5 rue Marcel Paul,06160,43.571064,7.112892,3.0,3,121.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0.8844658665259217,0.9627521488892112
4301,castel garoupe,Antibes,959 boulevard de la Garoupe,06160,43.55378,7.13183,3.5,3,32.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.2728930497270062,0.6053730433073516
4302,hotel courbet,Juan-les-Pins,33 avenue Amiral Courbet,06160,,,3.0,2,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1827408815136202,0.507371124296058
4303,residence odalys open golfe juan,Golfe-Juan Vallauris,Avenue Georges Pompidou,06220,43.572132,7.083824000000001,3.0,3,117.0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0.8552273254837426,0.9437779395311632
4304,apparthotel olympe a antibes,Juan-les-Pins,1ere Avenue,6160,43.60029,7.09249,3.0,0,17.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.12426379942926173,0.4694227055799619
4306,castel mistral hotel,Juan-les-Pins,43 rue Bricka,06160,43.57152,7.10367,3.5,3,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.3411163121587577,0.6433214620234478
4307,fantasea resorts at atlantic palace,Juan-les-Pins,7 Avenue de Nice 6600,6600,,,3.5,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017055815607937886,0.46306647312199134
4309,hotel alexandra,Juan-les-Pins,15 rue Pauline,06160,43.57372,7.107407000000001,3.5,2,95.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.8101512413770495,0.9042168406966085
